38999;67;"Вх. Конус + Вых. Муфта";;0;1;UG-038-9;;10;;;;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38998;67;"Вх. Цилиндр + Вых. Муфта";;0;1;UG-038-8;;9;;;;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38997;67;"Вх. Конус + Вых. Полый шпонка";;0;1;UG-038-7;;8;;;;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38996;67;"Вх. Цилиндр + Вых. Полый шпонка";;0;1;UG-038-6;;7;;;;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38995;67;"Вх. Конус + Вых. Полый шлицы";;0;1;UG-038-5;;6;;;;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38994;67;"Вх. Цилиндр + Вых. Полый шлицы";;0;1;UG-038-4;;5;;;;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38993;67;"Вх. Цилиндр + Вых. Конус";;0;1;UG-038-3;;4;;;;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38992;67;"Вх. Конус + Вых. Цилиндр";;0;1;UG-038-2;;3;;;;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38991;67;"Вх. Цилиндр + Вых. Цилиндр";;0;1;UG-038-1;;2;;;;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38990;67;"Вх. Конус + Вых. Конус";;0;1;UG-038-0;;1;;;;"/UserFiles/Image/Catalog/conechniki/КК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КК.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38079;70;"Мотор-редуктор МПО1М-10-5,74-7,5/250-ВК-У2";;119260;1;;;26;"Мотор-редуктор МПО1М-10-5,74-7,5/250-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/250-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-ВК-У2";;;1;5,74-7,5/250;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38078;70;"Мотор-редуктор МПО1М-10-5,74-5,5/250-ВК-У2";;119000;1;;;25;"Мотор-редуктор МПО1М-10-5,74-5,5/250-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/250-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-ВК-У2";;;1;5,74-5,5/250;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38077;70;"Мотор-редуктор МПО1М-10-5,74-3/250-ВК-У2";;118740;1;;;24;"Мотор-редуктор МПО1М-10-5,74-3/250-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-3/250-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-ВК-У2";;;1;5,74-3/250;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38076;70;"Мотор-редуктор МПО1М-10-7,34-11/195-ВК-У2";;118480;1;;;23;"Мотор-редуктор МПО1М-10-7,34-11/195-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-11/195-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-ВК-У2";;;1;7,34-11/195;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38075;70;"Мотор-редуктор МПО1М-10-7,34-7,5/195-ВК-У2";;118220;1;;;22;"Мотор-редуктор МПО1М-10-7,34-7,5/195-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/195-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-ВК-У2";;;1;7,34-7,5/195;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38074;70;"Мотор-редуктор МПО1М-10-7,34-5,5/195-ВК-У2";;117960;1;;;21;"Мотор-редуктор МПО1М-10-7,34-5,5/195-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/195-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-ВК-У2";;;1;7,34-5,5/195;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38073;70;"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У2";;117700;1;;;20;"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-ВК-У2";;;1;7,34-3/195;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38072;70;"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У2";;117440;1;;;19;"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У2";;;1;5,74-7,5/170;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38071;70;"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У2";;117180;1;;;18;"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У2";;;1;5,74-5,5/170;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38070;70;"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У2";;116920;1;;;17;"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У2";"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-ВК-У2";;;1;5,74-3/170;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38069;70;"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У2";;116660;1;;;16;"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У2";;;1;7,34-7,5/130;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38068;70;"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У2";;116400;1;;;15;"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У2";;;1;7,34-5,5/130;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38067;70;"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У2";;116140;1;;;14;"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У2";"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/130-ВК-У2";;;1;7,34-3/130;124;0;шт.;ВК;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38066;70;"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У2";;115880;1;;;13;"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-В-У2";;;1;5,74-7,5/250;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38065;70;"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У2";;115620;1;;;12;"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-В-У2";;;1;5,74-5,5/250;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38064;70;"Мотор-редуктор МПО1М-10-5,74-3/250-В-У2";;115360;1;;;11;"Мотор-редуктор МПО1М-10-5,74-3/250-В-У2";"Мотор-редуктор МПО1М-10-5,74-3/250-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-В-У2";;;1;5,74-3/250;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38063;70;"Мотор-редуктор МПО1М-10-7,34-11/195-В-У2";;115100;1;;;10;"Мотор-редуктор МПО1М-10-7,34-11/195-В-У2";"Мотор-редуктор МПО1М-10-7,34-11/195-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-В-У2";;;1;7,34-11/195;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38062;70;"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У2";;114840;1;;;9;"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-В-У2";;;1;7,34-7,5/195;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38061;70;"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У2";;114580;1;;;8;"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-В-У2";;;1;7,34-5,5/195;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38060;70;"Мотор-редуктор МПО1М-10-7,34-3/195-В-У2";;114320;1;;;7;"Мотор-редуктор МПО1М-10-7,34-3/195-В-У2";"Мотор-редуктор МПО1М-10-7,34-3/195-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-В-У2";;;1;7,34-3/195;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38059;70;"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У2";;114060;1;;;6;"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-В-У2";;;1;5,74-7,5/170;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38058;70;"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У2";;113800;1;;;5;"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-В-У2";;;1;5,74-5,5/170;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38057;70;"Мотор-редуктор МПО1М-10-5,74-3/170-В-У2";;113540;1;;;4;"Мотор-редуктор МПО1М-10-5,74-3/170-В-У2";"Мотор-редуктор МПО1М-10-5,74-3/170-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-В-У2";;;1;5,74-3/170;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38056;70;"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У2";;113280;1;;;3;"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-В-У2";;;1;7,34-7,5/130;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38055;70;"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У2";;113020;1;;;2;"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-В-У2";;;1;7,34-5,5/130;124;0;шт.;В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38053;70;"Мотор-редуктор МПО1М-10-У2";"<p><strong>Мотор-редуктор МПО1М-10</strong> — это высококачественное устройство, сочетающее в себе электродвигатель и редуктор в одном корпусе. Оно обеспечивает эффективное преобразование и передачу крутящего момента, что делает его незаменимым в различных отраслях <strong>промышленности</strong>.</p>
<p>Мотор-редуктор МПО1М-10 отличается <strong>надежностью</strong>, <strong>долговечностью</strong> и простотой в эксплуатации. Его компактная конструкция позволяет легко интегрировать устройство в существующие системы, а высокая производительность гарантирует стабильную работу даже в условиях интенсивной эксплуатации.</p>
<p>Этот мотор-редуктор подходит для использования в <strong>конвейерных линиях</strong>, <strong>подъемных механизмах</strong>, насосах, вентиляторах и другом промышленном оборудовании. Благодаря своей универсальности и надежности, <strong>МПО1М-10</strong> является отличным выбором для предприятий, стремящихся к повышению эффективности своих производственных процессов.</p> ";112500;1;KG-038-2;"a:4:{i:173;a:1:{i:0;s:3:""424"";}i:174;a:1:{i:0;s:3:""425"";}i:175;a:1:{i:0;s:3:""426"";}i:176;a:1:{i:0;s:3:""427"";}}";1;"Мотор-редуктор МПО1М-10-У2";"Мотор-редуктор МПО1М-10-У2";"мпо,мпо1м,мпо1м-10,мотор-редуктор,мотор-редуктор МПО1М-10-7,34-3/130-У2";/UserFiles/Image/Catalog/mr/Mpo_krangear.jpg;0;"8054,38055,38056,38057,38058,38059,38060,38061,38062,38063,38064,38065,38066,38067,38068,38069,38070,38071,38072,38073,38074,38075,38076,38077,38078,38079,38080,38081,38082,38083,38084,38085,38086,38087,38088,38089,38090,38091,38092,38093,38094,38095,38096,38097,38098,38099,38100,38101,38102,38103,38104,38105 ";124;45000;шт.;;38990,38991,38992,38993,38994,38995,38996,38997,38998,38999;"У2/Агрегаты У2";i173-424ii174-425ii175-426ii176-427i;/UserFiles/Image/Catalog/mr/Mpo_krangear.jpg;1740724309;05926e8fc155fab038c7a521bd2c85d2
38052;71;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У3";;126020;1;;;52;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У3";;;1;5,74-7,5/250;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38051;71;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У3";;125760;1;;;51;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У3";;;1;5,74-5,5/250;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38050;71;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У3";;125500;1;;;50;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У3";;;1;5,74-3/250;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38049;71;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У3";;125240;1;;;49;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У3";;;1;7,34-11/195;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38048;71;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У3";;124980;1;;;48;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У3";;;1;7,34-7,5/195;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38047;71;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У3";;124720;1;;;47;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У3";;;1;7,34-5,5/195;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38046;71;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У3";;124460;1;;;46;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У3";;;1;7,34-3/195;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38045;71;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У3";;124200;1;;;45;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У3";;;1;5,74-7,5/170;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38044;71;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У3";;123940;1;;;44;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У3";;;1;5,74-5,5/170;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38043;71;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У3";;123680;1;;;43;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У3";"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У3";;;1;5,74-3/170;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38042;71;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У3";;123420;1;;;42;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У3";;;1;7,34-7,5/130;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38041;71;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У3";;123160;1;;;41;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У3";;;1;7,34-5,5/130;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38040;71;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У3";;122900;1;;;40;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У3";"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У3";;;1;7,34-3/130;124;0;шт.;Ф2П;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38039;71;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У3";;122640;1;;;39;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У3";"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У3";;;1;5,74-7,5/250;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38038;71;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У3";;122380;1;;;38;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У3";"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У3";;;1;5,74-5,5/250;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38037;71;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У3";;122120;1;;;37;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У3";"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У3";;;1;5,74-3/250;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38036;71;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У3";;121860;1;;;36;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У3";"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У3";;;1;7,34-11/195;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38035;71;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У3";;121600;1;;;35;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У3";"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У3";;;1;7,34-7,5/195;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38034;71;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У3";;121340;1;;;34;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У3";"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У3";;;1;7,34-5,5/195;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
38033;71;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У3";;121080;1;;;33;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У3";"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У3";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У3";;;1;7,34-3/195;124;0;шт.;Ф2В;0;Мотор-редукторы/Агрегаты;1740724309;05926e8fc155fab038c7a521bd2c85d2
